galaxyID,label1,label2,label3,label4
187,2,0,0,0
188,5,2,1,1
189,0,0,0,0
190,4,2,1,1
191,0,0,0,0
192,5,2,1,1
193,2,0,0,0
194,0,0,0,0
195,0,0,0,0
196,3,1,1,1
198,1,0,0,0
199,3,1,1,1
200,4,2,1,1
201,1,0,0,0
202,5,2,1,1
203,0,0,0,0
205,5,2,1,1
206,4,2,1,1
207,0,0,0,0
209,0,0,0,0
210,6,3,2,2
211,1,0,0,0
215,1,0,0,0
216,5,2,1,1
217,0,0,0,0
218,0,0,0,0
219,0,0,0,0
222,1,0,0,0
225,5,2,1,1
227,4,2,1,1
228,4,2,1,1
229,0,0,0,0
230,4,2,1,1
231,3,1,1,1
237,0,0,0,0
239,4,2,1,1
242,2,0,0,0
245,6,3,2,2
247,2,0,0,0
249,2,0,0,0
251,0,0,0,0
252,1,0,0,0
253,1,0,0,0
254,3,1,1,1
256,0,0,0,0
257,1,0,0,0
258,5,2,1,1
259,0,0,0,0
260,5,2,1,1
261,4,2,1,1
263,1,0,0,0
264,0,0,0,0
267,1,0,0,0
269,0,0,0,0
272,5,2,1,1
277,4,2,1,1
278,6,3,2,2
281,4,2,1,1
282,4,2,1,1
283,2,0,0,0
285,0,0,0,0
286,5,2,1,1
288,4,2,1,1
290,4,2,1,1
291,0,0,0,0
292,6,3,2,2
293,4,2,1,1
295,4,2,1,1
296,0,0,0,0
298,5,2,1,1
302,0,0,0,0
304,1,0,0,0
305,5,2,1,1
311,0,0,0,0
315,1,0,0,0
316,4,2,1,1
317,1,0,0,0
319,1,0,0,0
325,5,2,1,1
326,1,0,0,0
327,0,0,0,0
328,5,2,1,1
329,5,2,1,1
331,4,2,1,1
333,5,2,1,1
334,3,1,1,1
336,5,2,1,1
337,4,2,1,1
338,4,2,1,1
339,0,0,0,0
340,0,0,0,0
341,1,0,0,0
342,3,1,1,1
343,1,0,0,0
345,1,0,0,0
347,1,0,0,0
348,1,0,0,0
349,0,0,0,0
352,0,0,0,0
353,4,2,1,1
354,0,0,0,0
356,4,2,1,1
358,1,0,0,0
363,1,0,0,0
364,4,2,1,1
365,0,0,0,0
367,4,2,1,1
368,0,0,0,0
370,0,0,0,0
371,1,0,0,0
373,1,0,0,0
375,1,0,0,0
376,0,0,0,0
377,1,0,0,0
378,4,2,1,1
379,0,0,0,0
380,1,0,0,0
382,5,2,1,1
384,0,0,0,0
385,1,0,0,0
387,1,0,0,0
390,5,2,1,1
391,3,1,1,1
392,3,1,1,1
393,1,0,0,0
394,1,0,0,0
395,0,0,0,0
396,1,0,0,0
397,4,2,1,1
398,5,2,1,1
399,1,0,0,0
401,0,0,0,0
402,5,2,1,1
403,1,0,0,0
404,5,2,1,1
405,1,0,0,0
406,1,0,0,0
408,1,0,0,0
412,7,4,3,2
414,5,2,1,1
418,0,0,0,0
419,3,1,1,1
420,4,2,1,1
421,1,0,0,0
422,3,1,1,1
423,0,0,0,0
425,6,3,2,2
426,0,0,0,0
427,3,1,1,1
429,0,0,0,0
432,3,1,1,1
433,3,1,1,1
435,0,0,0,0
436,1,0,0,0
437,0,0,0,0
438,0,0,0,0
440,1,0,0,0
441,1,0,0,0
445,0,0,0,0
446,5,2,1,1
447,0,0,0,0
448,1,0,0,0
452,5,2,1,1
453,0,0,0,0
454,5,2,1,1
457,5,2,1,1
458,5,2,1,1
459,1,0,0,0
460,0,0,0,0
462,1,0,0,0
465,0,0,0,0
466,3,1,1,1
469,5,2,1,1
470,5,2,1,1
471,3,1,1,1
473,1,0,0,0
474,5,2,1,1
476,4,2,1,1
478,4,2,1,1
480,5,2,1,1
481,4,2,1,1
482,3,1,1,1
485,1,0,0,0
486,1,0,0,0
487,3,1,1,1
488,1,0,0,0
489,1,0,0,0
491,4,2,1,1
492,1,0,0,0
495,4,2,1,1
496,4,2,1,1
497,1,0,0,0
498,1,0,0,0
506,0,0,0,0
507,0,0,0,0
511,0,0,0,0
513,1,0,0,0
515,5,2,1,1
516,5,2,1,1
518,5,2,1,1
521,0,0,0,0
523,7,4,3,2
524,5,2,1,1
525,5,2,1,1
526,4,2,1,1
529,5,2,1,1
535,0,0,0,0
536,1,0,0,0
539,3,1,1,1
541,0,0,0,0
545,3,1,1,1
549,5,2,1,1
550,5,2,1,1
554,3,1,1,1
555,0,0,0,0
556,0,0,0,0
557,6,3,2,2
558,0,0,0,0
561,5,2,1,1
562,4,2,1,1
563,2,0,0,0
564,4,2,1,1
565,1,0,0,0
567,6,3,2,2
568,3,1,1,1
569,0,0,0,0
570,4,2,1,1
573,4,2,1,1
574,1,0,0,0
575,0,0,0,0
576,5,2,1,1
577,0,0,0,0
579,4,2,1,1
580,0,0,0,0
581,0,0,0,0
583,0,0,0,0
584,7,4,3,2
587,3,1,1,1
591,0,0,0,0
592,4,2,1,1
593,4,2,1,1
594,0,0,0,0
598,5,2,1,1
600,0,0,0,0
601,1,0,0,0
605,5,2,1,1
606,0,0,0,0
608,0,0,0,0
609,5,2,1,1
610,0,0,0,0
611,1,0,0,0
612,1,0,0,0
614,0,0,0,0
616,6,3,2,2
618,5,2,1,1
621,1,0,0,0
623,3,1,1,1
625,1,0,0,0
626,5,2,1,1
627,0,0,0,0
628,5,2,1,1
629,5,2,1,1
630,3,1,1,1
631,1,0,0,0
632,0,0,0,0
634,4,2,1,1
635,1,0,0,0
638,1,0,0,0
641,1,0,0,0
644,1,0,0,0
646,5,2,1,1
647,0,0,0,0
649,0,0,0,0
650,5,2,1,1
651,4,2,1,1
654,1,0,0,0
656,1,0,0,0
657,1,0,0,0
658,0,0,0,0
660,3,1,1,1
662,1,0,0,0
663,0,0,0,0
664,5,2,1,1
666,3,1,1,1
668,5,2,1,1
669,5,2,1,1
670,1,0,0,0
671,0,0,0,0
673,0,0,0,0
675,3,1,1,1
676,4,2,1,1
678,3,1,1,1
679,0,0,0,0
680,0,0,0,0
681,4,2,1,1
684,5,2,1,1
687,4,2,1,1
688,4,2,1,1
689,4,2,1,1
692,5,2,1,1
694,0,0,0,0
695,0,0,0,0
697,5,2,1,1
698,4,2,1,1
699,5,2,1,1
700,3,1,1,1
702,5,2,1,1
704,5,2,1,1
705,5,2,1,1
708,4,2,1,1
709,0,0,0,0
710,1,0,0,0
711,5,2,1,1
712,1,0,0,0
713,1,0,0,0
714,1,0,0,0
718,5,2,1,1
719,7,4,3,2
720,1,0,0,0
721,4,2,1,1
723,0,0,0,0
725,5,2,1,1
728,5,2,1,1
730,3,1,1,1
732,5,2,1,1
734,0,0,0,0
735,0,0,0,0
736,5,2,1,1
737,5,2,1,1
742,1,0,0,0
743,5,2,1,1
744,6,3,2,2
745,5,2,1,1
746,1,0,0,0
748,1,0,0,0
749,1,0,0,0
750,5,2,1,1
751,0,0,0,0
754,4,2,1,1
755,0,0,0,0
756,2,0,0,0
759,5,2,1,1
760,0,0,0,0
761,1,0,0,0
762,0,0,0,0
763,0,0,0,0
764,0,0,0,0
768,0,0,0,0
769,0,0,0,0
771,4,2,1,1
773,1,0,0,0
774,1,0,0,0
775,0,0,0,0
776,4,2,1,1
777,4,2,1,1
780,1,0,0,0
781,4,2,1,1
782,5,2,1,1
784,1,0,0,0
785,1,0,0,0
787,4,2,1,1
788,3,1,1,1
789,6,3,2,2
790,6,3,2,2
795,0,0,0,0
804,1,0,0,0
805,3,1,1,1
808,5,2,1,1
809,5,2,1,1
810,5,2,1,1
811,3,1,1,1
813,1,0,0,0
818,0,0,0,0
820,1,0,0,0
821,5,2,1,1
824,1,0,0,0
826,0,0,0,0
827,5,2,1,1
829,5,2,1,1
833,1,0,0,0
834,1,0,0,0
836,1,0,0,0
838,1,0,0,0
841,3,1,1,1
844,0,0,0,0
845,1,0,0,0
846,1,0,0,0
848,1,0,0,0
850,3,1,1,1
851,4,2,1,1
852,3,1,1,1
853,0,0,0,0
856,4,2,1,1
857,0,0,0,0
859,4,2,1,1
860,1,0,0,0
861,1,0,0,0
866,1,0,0,0
867,3,1,1,1
868,0,0,0,0
872,0,0,0,0
875,0,0,0,0
876,3,1,1,1
880,3,1,1,1
881,0,0,0,0
882,1,0,0,0
883,5,2,1,1
884,0,0,0,0
885,5,2,1,1
886,0,0,0,0
887,1,0,0,0
888,4,2,1,1
893,0,0,0,0
895,4,2,1,1
896,3,1,1,1
897,1,0,0,0
898,5,2,1,1
901,3,1,1,1
902,3,1,1,1
903,1,0,0,0
904,3,1,1,1
905,5,2,1,1
907,0,0,0,0
910,0,0,0,0
911,0,0,0,0
912,3,1,1,1
913,4,2,1,1
914,0,0,0,0
916,1,0,0,0
917,1,0,0,0
920,0,0,0,0
921,6,3,2,2
922,5,2,1,1
923,4,2,1,1
924,0,0,0,0
926,0,0,0,0
927,5,2,1,1
929,3,1,1,1
932,1,0,0,0
937,0,0,0,0
938,4,2,1,1
939,2,0,0,0
942,4,2,1,1
943,0,0,0,0
948,0,0,0,0
952,0,0,0,0
953,6,3,2,2
954,1,0,0,0
955,3,1,1,1
956,0,0,0,0
957,1,0,0,0
959,1,0,0,0
962,0,0,0,0
964,5,2,1,1
965,1,0,0,0
967,4,2,1,1
971,4,2,1,1
973,1,0,0,0
974,0,0,0,0
975,4,2,1,1
977,4,2,1,1
978,5,2,1,1
979,4,2,1,1
981,4,2,1,1
982,0,0,0,0
985,1,0,0,0
988,0,0,0,0
989,5,2,1,1
991,4,2,1,1
992,5,2,1,1
993,4,2,1,1
994,5,2,1,1
995,1,0,0,0
998,5,2,1,1
999,0,0,0,0
1000,0,0,0,0
1001,3,1,1,1
1002,5,2,1,1
1003,4,2,1,1
1004,1,0,0,0
1005,1,0,0,0
1006,1,0,0,0
1007,5,2,1,1
1008,0,0,0,0
1010,0,0,0,0
1013,1,0,0,0
1016,1,0,0,0
1021,0,0,0,0
1023,3,1,1,1
1028,5,2,1,1
1033,1,0,0,0
1034,4,2,1,1
1037,4,2,1,1
1039,4,2,1,1
1040,5,2,1,1
1041,0,0,0,0
1043,1,0,0,0
1044,5,2,1,1
1045,0,0,0,0
1046,0,0,0,0
1047,2,0,0,0
1050,1,0,0,0
1051,1,0,0,0
1053,4,2,1,1
1054,2,0,0,0
1055,1,0,0,0
1056,0,0,0,0
1058,4,2,1,1
1059,0,0,0,0
1061,1,0,0,0
1062,1,0,0,0
1063,4,2,1,1
1064,1,0,0,0
1065,4,2,1,1
1066,5,2,1,1
1067,5,2,1,1
1069,0,0,0,0
1070,1,0,0,0
1071,5,2,1,1
1072,5,2,1,1
1073,4,2,1,1
1074,0,0,0,0
1075,5,2,1,1
1079,1,0,0,0
1080,0,0,0,0
1081,1,0,0,0
1084,4,2,1,1
1085,5,2,1,1
1087,3,1,1,1
1088,0,0,0,0
1089,1,0,0,0
1090,0,0,0,0
1092,0,0,0,0
1093,4,2,1,1
1094,1,0,0,0
1095,0,0,0,0
1096,1,0,0,0
1097,3,1,1,1
1098,4,2,1,1
1102,1,0,0,0
1103,4,2,1,1
1104,5,2,1,1
1106,0,0,0,0
1107,3,1,1,1
1108,0,0,0,0
1110,4,2,1,1
1112,1,0,0,0
1113,0,0,0,0
1116,3,1,1,1
1117,1,0,0,0
1119,0,0,0,0
1121,2,0,0,0
1122,5,2,1,1
1125,0,0,0,0
1127,5,2,1,1
1128,1,0,0,0
1129,5,2,1,1
1130,5,2,1,1
1135,0,0,0,0
1136,1,0,0,0
1137,0,0,0,0
1138,4,2,1,1
1140,1,0,0,0
1141,1,0,0,0
1143,1,0,0,0
1144,1,0,0,0
1145,4,2,1,1
1146,2,0,0,0
1147,3,1,1,1
1148,0,0,0,0
1149,5,2,1,1
1151,5,2,1,1
1156,6,3,2,2
1176,1,0,0,0
1178,5,2,1,1
1180,6,3,2,2
1181,0,0,0,0
1182,1,0,0,0
1184,3,1,1,1
1185,0,0,0,0
1186,6,3,2,2
1188,1,0,0,0
1189,0,0,0,0
1190,3,1,1,1
1191,1,0,0,0
1195,2,0,0,0
1196,2,0,0,0
1197,0,0,0,0
1198,5,2,1,1
1199,0,0,0,0
1200,6,3,2,2
1202,0,0,0,0
1203,5,2,1,1
1204,0,0,0,0
1205,1,0,0,0
1207,3,1,1,1
1208,2,0,0,0
1210,7,4,3,2
1213,0,0,0,0
1214,2,0,0,0
1215,2,0,0,0
1216,1,0,0,0
1217,0,0,0,0
1220,0,0,0,0
1221,0,0,0,0
1222,4,2,1,1
1225,1,0,0,0
1227,0,0,0,0
1228,4,2,1,1
1232,5,2,1,1
1235,4,2,1,1
1236,1,0,0,0
1237,5,2,1,1
1238,3,1,1,1
1239,5,2,1,1
1240,5,2,1,1
1241,0,0,0,0
1244,5,2,1,1
1245,5,2,1,1
1248,4,2,1,1
1249,4,2,1,1
1250,3,1,1,1
1252,1,0,0,0
1254,5,2,1,1
1255,4,2,1,1
1257,5,2,1,1
1258,4,2,1,1
1259,0,0,0,0
1260,5,2,1,1
1262,1,0,0,0
1263,0,0,0,0
1264,1,0,0,0
1265,1,0,0,0
1267,4,2,1,1
1268,4,2,1,1
1270,3,1,1,1
1271,4,2,1,1
1273,3,1,1,1
1276,6,3,2,2
1278,0,0,0,0
1280,0,0,0,0
1283,4,2,1,1
1284,4,2,1,1
1286,6,3,2,2
1288,7,4,3,2
1289,4,2,1,1
1292,4,2,1,1
1295,0,0,0,0
1296,4,2,1,1
1307,0,0,0,0
1309,6,3,2,2
1311,5,2,1,1
1312,1,0,0,0
1313,0,0,0,0
1314,5,2,1,1
1315,4,2,1,1
1317,0,0,0,0
1318,1,0,0,0
1319,3,1,1,1
1320,1,0,0,0
1321,5,2,1,1
1323,0,0,0,0
1324,4,2,1,1
1326,0,0,0,0
1328,4,2,1,1
1330,5,2,1,1
1335,0,0,0,0
1338,0,0,0,0
1339,6,3,2,2
1340,0,0,0,0
1341,5,2,1,1
1342,3,1,1,1
1343,0,0,0,0
1344,5,2,1,1
1345,4,2,1,1
1346,4,2,1,1
1349,1,0,0,0
1353,0,0,0,0
1354,0,0,0,0
1355,2,0,0,0
1356,2,0,0,0
1358,7,4,3,2
1359,1,0,0,0
1360,2,0,0,0
1361,5,2,1,1
1362,4,2,1,1
1367,7,4,3,2
1369,0,0,0,0
1370,3,1,1,1
1372,2,0,0,0
1373,5,2,1,1
1374,3,1,1,1
1375,4,2,1,1
1377,1,0,0,0
1378,1,0,0,0
1381,0,0,0,0
1382,0,0,0,0
1383,0,0,0,0
1386,5,2,1,1
1387,5,2,1,1
1388,0,0,0,0
1389,1,0,0,0
1391,5,2,1,1
1394,0,0,0,0
1396,5,2,1,1
1397,0,0,0,0
1398,3,1,1,1
1400,5,2,1,1
1401,1,0,0,0
1402,3,1,1,1
1403,4,2,1,1
1404,3,1,1,1
1406,5,2,1,1
1411,5,2,1,1
1413,1,0,0,0
1415,0,0,0,0
1416,3,1,1,1
1417,1,0,0,0
1418,6,3,2,2
1421,4,2,1,1
1424,0,0,0,0
1425,4,2,1,1
1428,5,2,1,1
1429,4,2,1,1
1430,5,2,1,1
1431,5,2,1,1
1432,2,0,0,0
1434,0,0,0,0
1435,3,1,1,1
1437,5,2,1,1
1438,1,0,0,0
1443,1,0,0,0
1444,0,0,0,0
1445,3,1,1,1
1446,4,2,1,1
1447,5,2,1,1
1449,4,2,1,1
1450,4,2,1,1
1455,5,2,1,1
1458,5,2,1,1
1459,5,2,1,1
1462,3,1,1,1
1464,4,2,1,1
1465,0,0,0,0
1469,1,0,0,0
1474,5,2,1,1
1477,3,1,1,1
1479,5,2,1,1
1480,1,0,0,0
1481,0,0,0,0
1482,4,2,1,1
1483,1,0,0,0
1484,0,0,0,0
1486,1,0,0,0
1487,2,0,0,0
1488,0,0,0,0
1490,4,2,1,1
1491,4,2,1,1
1495,4,2,1,1
1497,0,0,0,0
1498,1,0,0,0
1500,3,1,1,1
1502,1,0,0,0
1503,1,0,0,0
1505,3,1,1,1
1506,3,1,1,1
1507,4,2,1,1
1508,3,1,1,1
1510,1,0,0,0
1512,5,2,1,1
1513,3,1,1,1
1515,3,1,1,1
1517,4,2,1,1
1518,3,1,1,1
1521,1,0,0,0
1522,1,0,0,0
1524,1,0,0,0
1526,0,0,0,0
1527,1,0,0,0
1528,1,0,0,0
1529,1,0,0,0
1530,0,0,0,0
1531,4,2,1,1
1533,0,0,0,0
1535,4,2,1,1
1536,4,2,1,1
1538,0,0,0,0
1539,0,0,0,0
1541,4,2,1,1
1544,2,0,0,0
1545,0,0,0,0
1549,1,0,0,0
1551,4,2,1,1
1552,2,0,0,0
1553,1,0,0,0
1555,7,4,3,2
1557,1,0,0,0
1558,0,0,0,0
1560,3,1,1,1
1561,7,4,3,2
1562,3,1,1,1
1564,1,0,0,0
1577,1,0,0,0
1578,6,3,2,2
1583,0,0,0,0
1584,6,3,2,2
1585,1,0,0,0
1586,3,1,1,1
1587,1,0,0,0
1588,0,0,0,0
1589,1,0,0,0
1591,6,3,2,2
1593,1,0,0,0
1595,1,0,0,0
1596,1,0,0,0
1598,0,0,0,0
1599,4,2,1,1
1600,0,0,0,0
1601,3,1,1,1
1603,0,0,0,0
1605,5,2,1,1
1606,5,2,1,1
1607,3,1,1,1
1609,5,2,1,1
1611,3,1,1,1
1612,1,0,0,0
1613,0,0,0,0
1614,0,0,0,0
1615,4,2,1,1
1616,3,1,1,1
1617,1,0,0,0
1618,1,0,0,0
1619,5,2,1,1
1620,1,0,0,0
1622,0,0,0,0
1623,1,0,0,0
1625,1,0,0,0
1626,1,0,0,0
1627,6,3,2,2
1628,1,0,0,0
1630,1,0,0,0
1635,4,2,1,1
1636,0,0,0,0
1640,3,1,1,1
1641,4,2,1,1
1646,4,2,1,1
1647,5,2,1,1
1648,3,1,1,1
1649,4,2,1,1
1650,0,0,0,0
1651,3,1,1,1
1652,0,0,0,0
1653,1,0,0,0
1654,1,0,0,0
1655,1,0,0,0
1657,1,0,0,0
1658,0,0,0,0
1659,5,2,1,1
1660,4,2,1,1
1663,4,2,1,1
1667,3,1,1,1
1668,4,2,1,1
1669,1,0,0,0
1673,1,0,0,0
1674,4,2,1,1
1677,0,0,0,0
1678,4,2,1,1
1679,1,0,0,0
1681,3,1,1,1
1682,2,0,0,0
1683,5,2,1,1
1685,4,2,1,1
1687,3,1,1,1
1688,0,0,0,0
1689,4,2,1,1
1692,4,2,1,1
1695,1,0,0,0
1701,0,0,0,0
1703,2,0,0,0
1704,3,1,1,1
1706,0,0,0,0
1708,5,2,1,1
1709,4,2,1,1
1711,5,2,1,1
1713,0,0,0,0
1716,1,0,0,0
1717,3,1,1,1
1719,0,0,0,0
1720,1,0,0,0
1725,5,2,1,1
1726,1,0,0,0
1728,3,1,1,1
1729,1,0,0,0
1732,0,0,0,0
1733,0,0,0,0
1734,0,0,0,0
1735,0,0,0,0
1736,1,0,0,0
1739,4,2,1,1
1741,0,0,0,0
1746,0,0,0,0
1748,1,0,0,0
1750,5,2,1,1
1752,0,0,0,0
1756,0,0,0,0
1757,0,0,0,0
1759,4,2,1,1
1760,6,3,2,2
1761,1,0,0,0
1762,0,0,0,0
1763,0,0,0,0
1764,1,0,0,0
1765,1,0,0,0
1767,1,0,0,0
1768,2,0,0,0
1769,1,0,0,0
1770,5,2,1,1
1772,4,2,1,1
1773,1,0,0,0
1774,3,1,1,1
1775,5,2,1,1
1776,3,1,1,1
1778,5,2,1,1
1781,4,2,1,1
1782,4,2,1,1
1783,4,2,1,1
1786,0,0,0,0
1787,0,0,0,0
1788,5,2,1,1
1789,1,0,0,0
1790,5,2,1,1
1791,5,2,1,1
1794,4,2,1,1
1795,1,0,0,0
1796,0,0,0,0
1803,1,0,0,0
1804,3,1,1,1
1805,2,0,0,0
1807,4,2,1,1
1808,5,2,1,1
1811,1,0,0,0
1813,1,0,0,0
1815,0,0,0,0
1816,1,0,0,0
1817,4,2,1,1
1818,5,2,1,1
1819,5,2,1,1
1820,7,4,3,2
1821,1,0,0,0
1822,0,0,0,0
1823,5,2,1,1
1824,0,0,0,0
1831,1,0,0,0
1832,1,0,0,0
1834,1,0,0,0
1836,0,0,0,0
1838,0,0,0,0
1840,1,0,0,0
1841,5,2,1,1
1842,0,0,0,0
1843,3,1,1,1
1844,4,2,1,1
1845,0,0,0,0
1846,0,0,0,0
1847,1,0,0,0
1849,6,3,2,2
1850,5,2,1,1
1857,5,2,1,1
1858,4,2,1,1
1859,5,2,1,1
1860,0,0,0,0
1861,4,2,1,1
1865,3,1,1,1
1868,5,2,1,1
1869,5,2,1,1
1870,4,2,1,1
1871,1,0,0,0
1873,5,2,1,1
1876,5,2,1,1
1878,0,0,0,0
1880,0,0,0,0
1881,4,2,1,1
1882,3,1,1,1
1884,3,1,1,1
1886,5,2,1,1
1889,4,2,1,1
1890,1,0,0,0
1891,1,0,0,0
1894,6,3,2,2
1895,1,0,0,0
1896,1,0,0,0
1898,3,1,1,1
1899,0,0,0,0
1901,4,2,1,1
1902,3,1,1,1
1905,0,0,0,0
1906,6,3,2,2
1907,0,0,0,0
1909,1,0,0,0
1911,1,0,0,0
1912,0,0,0,0
1913,0,0,0,0
1915,5,2,1,1
1916,6,3,2,2
1917,1,0,0,0
1918,0,0,0,0
1921,4,2,1,1
1922,0,0,0,0
1923,5,2,1,1
1925,6,3,2,2
1926,0,0,0,0
1927,1,0,0,0
1929,0,0,0,0
1930,6,3,2,2
1931,4,2,1,1
1932,3,1,1,1
1933,4,2,1,1
1934,6,3,2,2
1935,4,2,1,1
1937,5,2,1,1
1938,1,0,0,0
1939,0,0,0,0
1941,1,0,0,0
1944,0,0,0,0
1946,5,2,1,1
1947,5,2,1,1
1950,3,1,1,1
1951,0,0,0,0
1954,0,0,0,0
1956,0,0,0,0
1958,1,0,0,0
1960,4,2,1,1
1963,5,2,1,1
1964,5,2,1,1
1966,3,1,1,1
1967,1,0,0,0
1968,1,0,0,0
1971,0,0,0,0
1973,1,0,0,0
1974,5,2,1,1
1976,1,0,0,0
1977,1,0,0,0
1978,1,0,0,0
1980,0,0,0,0
1982,1,0,0,0
1984,0,0,0,0
1988,0,0,0,0
1989,1,0,0,0
1990,4,2,1,1
1991,1,0,0,0
1992,5,2,1,1
1993,5,2,1,1
1996,1,0,0,0
1997,4,2,1,1
1998,5,2,1,1
1999,4,2,1,1
2000,1,0,0,0
2001,1,0,0,0
2002,2,0,0,0
2007,5,2,1,1
2008,1,0,0,0
2015,0,0,0,0
2017,7,4,3,2
2124,1,0,0,0
2127,0,0,0,0
2128,5,2,1,1
2129,5,2,1,1
2130,4,2,1,1
2132,0,0,0,0
2134,5,2,1,1
2136,0,0,0,0
2137,5,2,1,1
2138,7,4,3,2
2139,5,2,1,1
2141,3,1,1,1
2143,4,2,1,1
2145,0,0,0,0
2147,5,2,1,1
2148,6,3,2,2
2151,3,1,1,1
2152,1,0,0,0
2154,1,0,0,0
2155,4,2,1,1
2158,0,0,0,0
2159,1,0,0,0
2160,5,2,1,1
2163,1,0,0,0
2164,5,2,1,1
2166,6,3,2,2
2167,5,2,1,1
2168,1,0,0,0
2171,0,0,0,0
2172,0,0,0,0
2174,3,1,1,1
2175,5,2,1,1
2178,1,0,0,0
2180,0,0,0,0
2181,1,0,0,0
2182,0,0,0,0
2184,1,0,0,0
2186,4,2,1,1
2188,1,0,0,0
2190,1,0,0,0
2191,1,0,0,0
2192,5,2,1,1
2195,2,0,0,0
2196,5,2,1,1
2197,1,0,0,0
2203,0,0,0,0
2205,6,3,2,2
2208,0,0,0,0
2209,3,1,1,1
2210,1,0,0,0
2212,3,1,1,1
2214,5,2,1,1
2219,2,0,0,0
2221,4,2,1,1
2222,4,2,1,1
2225,0,0,0,0
2227,0,0,0,0
2229,5,2,1,1
2230,3,1,1,1
2232,1,0,0,0
2233,4,2,1,1
2234,5,2,1,1
2238,0,0,0,0
2239,0,0,0,0
2241,6,3,2,2
2242,5,2,1,1
2243,5,2,1,1
2244,5,2,1,1
2245,4,2,1,1
2246,0,0,0,0
2247,5,2,1,1
2248,1,0,0,0
2249,5,2,1,1
2250,5,2,1,1
2251,1,0,0,0
2255,1,0,0,0
2258,1,0,0,0
2260,5,2,1,1
2264,4,2,1,1
2265,5,2,1,1
2266,4,2,1,1
2267,0,0,0,0
2268,0,0,0,0
2272,4,2,1,1
2273,1,0,0,0
2276,1,0,0,0
2277,0,0,0,0
2279,0,0,0,0
2281,1,0,0,0
2283,3,1,1,1
2284,5,2,1,1
2286,5,2,1,1
2287,0,0,0,0
2289,0,0,0,0
2292,6,3,2,2
2294,3,1,1,1
2295,0,0,0,0
2296,1,0,0,0
2297,0,0,0,0
2300,5,2,1,1
2301,1,0,0,0
2303,6,3,2,2
2304,1,0,0,0
2305,0,0,0,0
2307,5,2,1,1
2310,5,2,1,1
2313,1,0,0,0
2314,1,0,0,0
2315,0,0,0,0
2316,1,0,0,0
2318,1,0,0,0
2319,5,2,1,1
2320,5,2,1,1
2321,1,0,0,0
2323,4,2,1,1
2324,0,0,0,0
2325,0,0,0,0
2326,1,0,0,0
2328,6,3,2,2
2329,6,3,2,2
2334,1,0,0,0
2338,1,0,0,0
2343,5,2,1,1
2344,4,2,1,1
2345,0,0,0,0
2346,3,1,1,1
2347,4,2,1,1
2348,4,2,1,1
2453,0,0,0,0
2457,1,0,0,0
2460,4,2,1,1
2461,3,1,1,1
2464,4,2,1,1
2465,1,0,0,0
2466,4,2,1,1
2469,3,1,1,1
2471,1,0,0,0
2472,0,0,0,0
2475,0,0,0,0
2477,4,2,1,1
2478,5,2,1,1
2479,4,2,1,1
2481,4,2,1,1
2483,1,0,0,0
2487,4,2,1,1
2488,5,2,1,1
2491,4,2,1,1
2492,6,3,2,2
2493,1,0,0,0
2494,1,0,0,0
2495,3,1,1,1
2496,3,1,1,1
2497,3,1,1,1
2498,5,2,1,1
2499,5,2,1,1
